id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
64036,Female,20,1,36.0,1,< 1 Year,No,37131.0,160.0,232,0
86579,Male,33,1,50.0,0,< 1 Year,Yes,34330.0,124.0,188,0
186032,Male,26,1,15.0,1,< 1 Year,No,15770.0,152.0,198,0
3186,Male,43,1,46.0,0,1-2 Year,Yes,2630.0,11.0,273,1
112687,Male,52,1,41.0,1,1-2 Year,No,34836.0,154.0,195,0
22156,Female,22,1,3.0,1,< 1 Year,No,25750.0,152.0,244,0
61561,Male,69,1,28.0,0,1-2 Year,Yes,39982.0,26.0,295,0
21422,Male,52,1,9.0,0,1-2 Year,Yes,33724.0,124.0,34,1
74150,Male,21,1,46.0,1,< 1 Year,No,25011.0,152.0,224,0
84577,Male,46,1,46.0,0,1-2 Year,Yes,36129.0,26.0,222,1
227083,Female,38,1,28.0,1,1-2 Year,No,39311.0,29.0,135,0
321439,Female,54,1,28.0,0,1-2 Year,Yes,2630.0,26.0,137,1
328552,Male,75,1,31.0,0,1-2 Year,Yes,2630.0,124.0,65,0
127462,Female,45,1,28.0,1,1-2 Year,No,34534.0,124.0,85,0
241205,Female,24,1,47.0,1,< 1 Year,Yes,33534.0,152.0,34,0
33585,Female,48,1,28.0,0,> 2 Years,Yes,30010.0,26.0,293,1
246042,Male,28,1,3.0,1,< 1 Year,No,2630.0,151.0,260,0
378198,Male,48,1,8.0,0,> 2 Years,Yes,53320.0,124.0,59,0
233589,Male,67,1,3.0,0,1-2 Year,No,31153.0,124.0,257,0
142202,Male,22,1,8.0,0,< 1 Year,Yes,45926.0,160.0,154,0
128412,Female,23,1,15.0,1,< 1 Year,No,33693.0,152.0,60,0
226532,Female,37,1,28.0,1,1-2 Year,No,37840.0,26.0,12,0
22050,Female,52,1,8.0,0,1-2 Year,Yes,48500.0,7.0,134,1
187541,Female,61,1,51.0,1,1-2 Year,No,48728.0,26.0,181,0
47437,Female,25,1,35.0,1,< 1 Year,No,40859.0,124.0,145,0
113817,Female,29,1,11.0,1,< 1 Year,No,31491.0,152.0,213,0
279130,Female,28,1,14.0,1,< 1 Year,No,28080.0,152.0,61,0
25481,Male,49,1,50.0,0,1-2 Year,Yes,2630.0,156.0,32,0
288915,Female,21,1,47.0,1,< 1 Year,No,30903.0,160.0,166,0
225172,Male,30,1,28.0,1,< 1 Year,No,56190.0,152.0,221,0
16275,Male,30,1,35.0,1,< 1 Year,No,19532.0,152.0,39,0
80775,Male,22,1,15.0,0,< 1 Year,Yes,36167.0,152.0,47,0
213092,Male,42,1,28.0,0,1-2 Year,Yes,37024.0,154.0,221,0
15688,Male,40,1,46.0,0,1-2 Year,Yes,30591.0,124.0,117,0
220005,Female,72,1,28.0,0,1-2 Year,Yes,62015.0,26.0,52,0
265271,Male,64,1,50.0,0,1-2 Year,Yes,39016.0,26.0,160,0
244361,Male,24,1,3.0,0,< 1 Year,Yes,2630.0,156.0,44,0
122666,Male,27,1,8.0,1,< 1 Year,No,2630.0,152.0,189,0
296577,Male,26,1,46.0,1,< 1 Year,No,25874.0,160.0,132,0
295486,Female,50,1,29.0,1,1-2 Year,No,25749.0,135.0,277,0
355329,Male,71,1,50.0,1,1-2 Year,No,48105.0,26.0,99,0
56330,Male,36,1,28.0,1,1-2 Year,No,32333.0,124.0,134,0
22481,Female,42,1,28.0,0,1-2 Year,Yes,42314.0,26.0,44,0
184198,Male,41,1,39.0,0,1-2 Year,Yes,64743.0,124.0,225,0
229118,Male,41,1,30.0,0,1-2 Year,Yes,27469.0,124.0,197,1
102281,Male,40,1,13.0,0,1-2 Year,Yes,2630.0,124.0,242,1
318739,Female,27,1,36.0,1,< 1 Year,No,2630.0,152.0,125,0
188031,Female,43,1,46.0,1,1-2 Year,No,29763.0,11.0,21,0
26214,Male,27,1,8.0,0,< 1 Year,No,42080.0,152.0,14,0
279550,Female,30,1,8.0,1,< 1 Year,No,52856.0,152.0,227,0
107539,Male,26,1,35.0,0,1-2 Year,Yes,30221.0,156.0,283,0
65802,Male,22,1,15.0,0,< 1 Year,Yes,39596.0,152.0,97,0
248072,Male,66,1,29.0,0,1-2 Year,No,30269.0,124.0,173,0
60596,Female,24,1,9.0,1,< 1 Year,No,38664.0,152.0,227,0
241329,Male,42,1,28.0,0,1-2 Year,Yes,27247.0,124.0,229,0
181810,Male,61,1,46.0,0,1-2 Year,Yes,23493.0,154.0,46,1
298704,Male,34,1,29.0,0,1-2 Year,Yes,35478.0,124.0,233,0
271497,Male,41,1,28.0,0,1-2 Year,Yes,23778.0,154.0,130,1
356331,Female,25,1,30.0,1,< 1 Year,No,33053.0,152.0,292,0
72028,Female,43,1,28.0,0,1-2 Year,Yes,40467.0,26.0,40,0
206591,Male,49,1,43.0,0,> 2 Years,Yes,45936.0,26.0,199,1
121460,Male,47,1,41.0,0,1-2 Year,Yes,30883.0,124.0,291,0
277759,Male,24,1,3.0,0,< 1 Year,Yes,37830.0,160.0,70,0
167970,Male,45,1,28.0,0,1-2 Year,Yes,38161.0,29.0,249,0
62891,Male,25,1,35.0,0,1-2 Year,Yes,30293.0,124.0,226,1
251399,Female,27,1,28.0,1,1-2 Year,No,31347.0,122.0,39,0
222341,Male,42,1,11.0,0,1-2 Year,Yes,22997.0,124.0,227,0
44062,Female,48,1,28.0,0,1-2 Year,Yes,44188.0,26.0,128,0
173630,Female,74,1,8.0,1,1-2 Year,No,25327.0,124.0,68,0
225027,Female,26,1,8.0,1,< 1 Year,No,48722.0,152.0,87,0
22279,Male,42,1,28.0,0,1-2 Year,Yes,45787.0,26.0,235,0
68375,Female,28,1,15.0,1,< 1 Year,No,32471.0,152.0,54,0
167098,Male,59,1,28.0,1,1-2 Year,No,69418.0,26.0,105,0
48348,Female,21,1,39.0,0,< 1 Year,Yes,36226.0,152.0,231,0
244950,Female,25,1,6.0,1,< 1 Year,No,25563.0,152.0,238,0
233998,Female,22,1,46.0,0,< 1 Year,No,51680.0,152.0,260,0
14143,Female,23,1,13.0,1,< 1 Year,No,28743.0,151.0,28,0
196083,Female,32,1,50.0,0,< 1 Year,Yes,2630.0,152.0,122,0
215555,Female,36,1,8.0,0,1-2 Year,No,39109.0,26.0,16,0
350581,Male,63,1,28.0,1,1-2 Year,No,51812.0,122.0,267,0
95719,Male,55,1,26.0,0,1-2 Year,Yes,30543.0,26.0,201,0
177993,Male,34,1,15.0,0,1-2 Year,Yes,2630.0,122.0,180,0
30804,Female,22,1,41.0,1,< 1 Year,No,25116.0,152.0,128,0
52572,Female,26,1,41.0,1,< 1 Year,No,29179.0,152.0,101,0
372816,Female,24,1,30.0,1,< 1 Year,No,27665.0,152.0,250,0
158781,Female,27,1,8.0,1,< 1 Year,No,41091.0,152.0,139,0
372532,Female,31,1,28.0,0,< 1 Year,Yes,44279.0,124.0,188,0
287653,Male,50,1,24.0,0,1-2 Year,Yes,31729.0,26.0,258,0
255065,Female,30,1,21.0,1,< 1 Year,No,38909.0,152.0,130,0
192311,Female,43,1,28.0,0,1-2 Year,Yes,58140.0,52.0,196,1
359997,Male,37,1,28.0,0,1-2 Year,Yes,40140.0,124.0,167,1
121092,Male,30,1,35.0,0,< 1 Year,Yes,2630.0,124.0,223,0
204764,Female,35,1,12.0,0,1-2 Year,Yes,2630.0,124.0,53,0
172871,Male,52,1,30.0,1,1-2 Year,No,35244.0,152.0,25,0
282433,Male,67,1,28.0,1,1-2 Year,No,56296.0,122.0,100,0
197889,Female,42,1,47.0,1,1-2 Year,No,36575.0,152.0,202,0
72388,Male,21,1,8.0,1,< 1 Year,No,44378.0,152.0,123,0
96928,Male,46,1,3.0,0,1-2 Year,Yes,18855.0,26.0,298,1
102075,Male,41,1,29.0,0,1-2 Year,Yes,27721.0,26.0,103,1
132417,Male,33,1,28.0,0,< 1 Year,Yes,44853.0,124.0,177,0
302366,Male,28,1,29.0,1,< 1 Year,No,23873.0,152.0,156,0
204580,Female,71,1,28.0,0,1-2 Year,Yes,41880.0,3.0,111,0
228390,Male,23,1,17.0,1,< 1 Year,No,25596.0,152.0,46,0
2307,Male,47,1,28.0,0,1-2 Year,Yes,34226.0,26.0,293,1
119033,Male,28,1,8.0,1,< 1 Year,No,56965.0,152.0,230,0
110232,Male,32,1,46.0,0,< 1 Year,Yes,2630.0,26.0,186,0
77148,Male,26,1,10.0,1,< 1 Year,No,19608.0,152.0,54,0
92895,Female,23,1,11.0,1,< 1 Year,No,29771.0,152.0,104,0
9245,Male,39,1,28.0,0,1-2 Year,Yes,34577.0,124.0,83,1
297734,Female,45,1,41.0,0,1-2 Year,Yes,35066.0,26.0,60,1
213168,Male,44,1,50.0,0,1-2 Year,Yes,26489.0,124.0,279,1
19579,Male,50,1,28.0,1,1-2 Year,Yes,42623.0,26.0,138,0
241341,Male,51,1,28.0,0,1-2 Year,Yes,46372.0,26.0,12,0
27181,Male,37,1,48.0,1,1-2 Year,No,2630.0,26.0,97,0
109751,Female,54,1,2.0,0,1-2 Year,Yes,26763.0,124.0,18,0
46749,Male,24,1,39.0,1,< 1 Year,No,33779.0,152.0,229,0
6965,Male,56,1,20.0,0,1-2 Year,Yes,2630.0,124.0,260,0
206558,Male,40,1,24.0,0,1-2 Year,Yes,44600.0,124.0,49,0
231775,Male,57,1,28.0,1,1-2 Year,Yes,55833.0,26.0,198,0
189206,Female,22,1,35.0,1,< 1 Year,No,28758.0,152.0,78,0
188378,Male,39,1,24.0,0,1-2 Year,Yes,2630.0,157.0,208,0
117263,Male,22,1,47.0,1,< 1 Year,No,15865.0,152.0,16,0
298942,Male,46,1,16.0,1,1-2 Year,No,2630.0,152.0,188,0
371061,Male,62,1,28.0,0,1-2 Year,Yes,66684.0,26.0,218,1
370875,Male,45,1,8.0,0,1-2 Year,Yes,43784.0,3.0,254,0
122582,Female,25,1,10.0,1,< 1 Year,No,31907.0,152.0,286,0
140631,Male,28,1,28.0,1,< 1 Year,No,58903.0,152.0,131,0
229353,Male,35,1,46.0,0,1-2 Year,Yes,31751.0,124.0,78,0
95827,Male,46,1,28.0,1,1-2 Year,No,26943.0,26.0,75,0
288269,Female,58,1,28.0,0,> 2 Years,Yes,33624.0,26.0,50,0
360593,Male,62,1,28.0,0,1-2 Year,Yes,50189.0,26.0,75,1
196359,Female,26,1,41.0,1,< 1 Year,No,37731.0,152.0,271,0
262100,Male,53,1,36.0,0,1-2 Year,Yes,42945.0,26.0,286,1
89240,Female,33,1,3.0,0,< 1 Year,Yes,15726.0,155.0,273,1
151980,Male,34,1,46.0,1,1-2 Year,No,31027.0,152.0,264,0
26367,Male,21,1,30.0,0,< 1 Year,Yes,36459.0,152.0,218,0
324777,Male,24,1,11.0,1,< 1 Year,No,27400.0,152.0,282,0
216693,Male,25,1,34.0,1,< 1 Year,No,27009.0,152.0,68,0
207109,Female,58,1,28.0,0,1-2 Year,Yes,29983.0,26.0,87,0
354341,Female,77,1,20.0,1,1-2 Year,No,2630.0,133.0,186,0
18932,Female,24,1,37.0,0,< 1 Year,No,31005.0,152.0,155,0
197916,Female,37,1,47.0,1,1-2 Year,No,24687.0,152.0,177,0
105276,Female,22,1,47.0,0,< 1 Year,Yes,26615.0,152.0,23,0
96804,Female,59,1,50.0,0,> 2 Years,Yes,47134.0,124.0,125,0
325370,Male,28,1,28.0,0,1-2 Year,Yes,2630.0,157.0,146,0
332597,Male,24,1,8.0,0,< 1 Year,Yes,2630.0,160.0,185,0
135864,Male,41,1,29.0,0,1-2 Year,Yes,31187.0,124.0,64,1
5726,Male,21,1,28.0,0,1-2 Year,Yes,2630.0,157.0,229,0
328864,Male,30,1,41.0,1,< 1 Year,No,37991.0,152.0,19,0
181166,Male,24,1,28.0,1,< 1 Year,No,48436.0,152.0,23,0
7355,Male,26,1,46.0,1,< 1 Year,No,23770.0,26.0,264,0
302088,Male,26,1,28.0,1,< 1 Year,No,40297.0,152.0,209,0
222502,Male,37,1,41.0,1,1-2 Year,No,54469.0,124.0,81,0
20562,Male,28,1,11.0,1,< 1 Year,No,20647.0,152.0,281,0
21055,Male,25,1,29.0,1,< 1 Year,No,29399.0,152.0,211,0
317620,Male,37,1,28.0,0,1-2 Year,Yes,49695.0,26.0,113,1
126334,Female,39,1,28.0,0,1-2 Year,Yes,53950.0,124.0,79,0
216532,Male,22,1,15.0,1,< 1 Year,No,31767.0,152.0,43,0
84120,Female,26,1,41.0,1,< 1 Year,No,30203.0,151.0,222,0
350178,Male,21,1,30.0,0,< 1 Year,Yes,33479.0,160.0,177,0
71920,Male,77,1,28.0,0,1-2 Year,Yes,43468.0,122.0,284,0
240628,Female,24,1,6.0,1,< 1 Year,No,26317.0,152.0,175,0
69653,Male,29,1,33.0,1,< 1 Year,No,32619.0,152.0,297,0
357800,Male,48,1,41.0,0,1-2 Year,Yes,2630.0,26.0,77,1
121952,Male,52,1,8.0,1,1-2 Year,No,52570.0,26.0,51,0
75079,Male,46,1,29.0,1,1-2 Year,No,30628.0,124.0,62,0
319241,Female,22,1,37.0,0,< 1 Year,Yes,26838.0,160.0,36,0
126923,Male,59,1,50.0,1,1-2 Year,No,22241.0,26.0,94,0
21890,Male,23,1,41.0,1,< 1 Year,No,45422.0,152.0,66,0
172777,Female,75,1,50.0,1,1-2 Year,No,36187.0,8.0,86,0
325188,Female,77,1,28.0,0,1-2 Year,Yes,24869.0,13.0,158,0
327863,Male,46,1,28.0,0,> 2 Years,Yes,43133.0,26.0,25,0
311493,Female,32,1,26.0,0,< 1 Year,Yes,39303.0,124.0,153,1
68846,Female,22,1,39.0,1,< 1 Year,No,41644.0,152.0,223,0
232777,Female,80,1,28.0,0,1-2 Year,Yes,26568.0,26.0,126,0
295488,Female,23,1,28.0,1,< 1 Year,No,34805.0,152.0,55,0
175349,Male,68,1,28.0,0,1-2 Year,Yes,51809.0,26.0,245,0
355813,Male,45,1,29.0,0,> 2 Years,Yes,2630.0,124.0,275,1
75920,Male,64,1,28.0,0,1-2 Year,Yes,2630.0,156.0,144,0
34393,Female,71,1,33.0,0,1-2 Year,Yes,2630.0,26.0,278,0
377704,Female,24,1,33.0,0,1-2 Year,Yes,27127.0,163.0,269,1
62721,Female,30,1,46.0,1,1-2 Year,No,23189.0,154.0,106,0
213186,Female,21,1,33.0,1,< 1 Year,No,29287.0,152.0,285,0
284638,Female,28,1,30.0,1,< 1 Year,No,35082.0,152.0,172,0
137265,Male,53,1,41.0,1,1-2 Year,No,39894.0,124.0,260,0
38176,Male,45,1,14.0,0,1-2 Year,Yes,31458.0,124.0,165,0
188919,Female,29,1,13.0,0,< 1 Year,Yes,27749.0,152.0,184,0
66213,Male,42,1,28.0,0,1-2 Year,Yes,35226.0,124.0,276,0
179152,Male,38,1,28.0,0,1-2 Year,Yes,34155.0,124.0,175,1
58918,Female,21,1,44.0,1,< 1 Year,No,38132.0,160.0,148,0
16691,Male,42,1,28.0,0,< 1 Year,No,2630.0,1.0,128,0
198967,Female,20,1,33.0,0,< 1 Year,Yes,2630.0,160.0,126,0
33730,Male,39,1,36.0,0,1-2 Year,Yes,40810.0,156.0,37,0
27355,Male,78,1,28.0,1,1-2 Year,No,60036.0,26.0,200,0
132262,Male,54,1,27.0,0,1-2 Year,No,34946.0,124.0,31,0
347585,Female,42,1,50.0,1,1-2 Year,No,2630.0,8.0,282,0
296605,Female,24,1,50.0,1,< 1 Year,No,46917.0,152.0,115,0
53006,Female,45,1,28.0,0,> 2 Years,Yes,65839.0,26.0,35,1
247438,Female,49,1,36.0,1,< 1 Year,No,2630.0,1.0,33,0
176887,Male,23,1,7.0,1,< 1 Year,No,28057.0,152.0,36,0
8687,Female,26,1,47.0,1,< 1 Year,Yes,34909.0,152.0,49,0
58097,Male,62,1,28.0,0,1-2 Year,Yes,32202.0,26.0,50,0
109129,Male,62,1,28.0,1,1-2 Year,No,48166.0,124.0,240,0
152297,Female,40,1,28.0,0,1-2 Year,Yes,54236.0,124.0,231,0
62283,Female,24,1,6.0,1,< 1 Year,No,20667.0,152.0,65,0
341267,Female,44,1,47.0,0,1-2 Year,Yes,37481.0,26.0,96,1
322513,Female,20,1,3.0,0,< 1 Year,Yes,23407.0,160.0,46,0
20456,Male,70,1,28.0,0,1-2 Year,Yes,42694.0,25.0,259,0
134951,Male,23,1,28.0,0,< 1 Year,No,38225.0,152.0,238,0
333216,Female,22,1,41.0,0,< 1 Year,Yes,47904.0,26.0,277,0
211864,Female,27,1,15.0,0,< 1 Year,Yes,35322.0,152.0,174,0
167314,Female,42,1,28.0,0,1-2 Year,Yes,45679.0,26.0,273,1
803,Female,29,1,15.0,1,< 1 Year,No,37098.0,152.0,185,0
36225,Female,28,1,30.0,1,< 1 Year,No,27000.0,152.0,61,0
31257,Male,48,1,1.0,0,1-2 Year,Yes,2630.0,154.0,221,0
158099,Female,24,1,12.0,1,< 1 Year,No,22286.0,152.0,271,0
121971,Female,51,1,8.0,0,1-2 Year,Yes,2630.0,124.0,120,1
275859,Female,32,1,41.0,1,< 1 Year,No,34161.0,152.0,212,0
11214,Female,69,1,28.0,1,1-2 Year,No,55861.0,55.0,184,0
277408,Male,29,1,30.0,1,< 1 Year,No,25355.0,152.0,137,0
260869,Female,23,1,8.0,1,< 1 Year,No,2630.0,152.0,15,0
256999,Male,62,1,20.0,0,1-2 Year,No,2630.0,124.0,160,0
268580,Female,41,1,28.0,1,1-2 Year,No,45743.0,124.0,74,0
37204,Male,65,1,46.0,0,1-2 Year,No,28713.0,29.0,221,0
20963,Female,67,1,28.0,0,1-2 Year,Yes,60837.0,124.0,265,0
255459,Female,25,1,18.0,1,< 1 Year,No,24437.0,152.0,133,0
137781,Female,23,1,8.0,1,< 1 Year,No,35591.0,152.0,248,0
36252,Female,46,1,15.0,1,1-2 Year,Yes,2630.0,160.0,112,0
304923,Male,26,1,30.0,1,< 1 Year,No,28199.0,152.0,270,0
299992,Male,48,1,15.0,1,1-2 Year,No,21070.0,124.0,66,0
134705,Female,43,1,20.0,0,1-2 Year,Yes,2630.0,124.0,269,0
323649,Male,51,1,28.0,0,> 2 Years,Yes,42196.0,124.0,80,0
24954,Male,31,1,30.0,1,< 1 Year,No,27447.0,152.0,229,0
328229,Female,60,1,50.0,0,1-2 Year,Yes,31025.0,8.0,284,0
330584,Female,31,1,41.0,1,< 1 Year,No,34498.0,152.0,55,0
204961,Male,37,1,28.0,0,1-2 Year,Yes,2630.0,124.0,124,0
120087,Female,48,1,28.0,1,1-2 Year,No,46097.0,54.0,122,0
40075,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,57,0
107759,Male,40,1,28.0,0,1-2 Year,Yes,35226.0,26.0,92,0
121688,Male,71,1,28.0,0,> 2 Years,Yes,448156.0,122.0,135,0
359930,Male,21,1,3.0,1,< 1 Year,No,23851.0,160.0,107,0
216506,Female,43,1,28.0,1,1-2 Year,No,34556.0,23.0,45,0
178493,Male,56,1,8.0,0,> 2 Years,Yes,47147.0,124.0,86,0
193804,Male,44,1,28.0,0,1-2 Year,Yes,52379.0,122.0,223,1
103144,Male,21,1,37.0,1,< 1 Year,No,30383.0,160.0,66,0
255705,Female,43,1,46.0,0,1-2 Year,Yes,29810.0,124.0,66,0
248535,Male,50,1,8.0,0,1-2 Year,Yes,54537.0,124.0,59,0
155335,Female,22,1,30.0,1,< 1 Year,No,27823.0,152.0,120,0
71406,Male,29,1,16.0,1,< 1 Year,No,29018.0,151.0,186,0
78907,Male,31,1,8.0,0,< 1 Year,Yes,38139.0,156.0,256,1
361489,Male,54,1,28.0,0,1-2 Year,Yes,48660.0,26.0,295,0
269305,Female,48,1,36.0,1,1-2 Year,No,2630.0,152.0,250,0
208034,Female,25,1,46.0,1,1-2 Year,No,2630.0,156.0,89,0
68431,Female,33,1,28.0,0,< 1 Year,Yes,40673.0,124.0,259,1
281736,Male,23,1,6.0,1,< 1 Year,No,28843.0,152.0,245,0
299817,Female,25,1,29.0,1,< 1 Year,No,29651.0,152.0,149,0
207451,Male,62,1,8.0,1,1-2 Year,No,2630.0,26.0,119,0
159692,Male,44,1,38.0,0,1-2 Year,Yes,27938.0,157.0,267,0
14983,Female,24,1,46.0,1,< 1 Year,No,34101.0,152.0,293,0
165695,Female,23,1,14.0,1,< 1 Year,No,2630.0,152.0,161,0
297519,Male,40,1,49.0,1,1-2 Year,No,40463.0,152.0,102,0
266800,Male,25,1,41.0,1,< 1 Year,No,35816.0,152.0,101,0
294142,Female,24,1,3.0,0,< 1 Year,Yes,29526.0,152.0,163,1
257191,Male,22,1,9.0,0,< 1 Year,Yes,39247.0,152.0,51,0
210828,Female,70,1,28.0,0,1-2 Year,Yes,31315.0,26.0,175,0
177741,Female,21,1,12.0,1,< 1 Year,No,25094.0,160.0,19,0
206475,Male,44,1,35.0,0,1-2 Year,Yes,2630.0,157.0,102,0
69240,Male,21,1,30.0,0,< 1 Year,Yes,41247.0,152.0,231,0
328732,Male,46,1,8.0,0,> 2 Years,Yes,62252.0,124.0,100,0
364661,Male,43,1,29.0,0,1-2 Year,Yes,30771.0,124.0,60,1
201521,Female,47,1,28.0,1,1-2 Year,No,36753.0,55.0,187,0
360555,Male,38,1,10.0,0,1-2 Year,Yes,29466.0,122.0,252,0
359132,Female,25,1,8.0,1,< 1 Year,No,2630.0,152.0,176,0
336033,Female,26,1,18.0,1,< 1 Year,No,22747.0,152.0,65,0
197989,Male,56,1,16.0,0,1-2 Year,Yes,26599.0,26.0,261,0
143884,Male,22,1,8.0,0,< 1 Year,Yes,26690.0,152.0,12,1
58028,Male,31,1,46.0,0,1-2 Year,Yes,24485.0,163.0,189,0
100289,Male,51,1,17.0,1,1-2 Year,Yes,45749.0,124.0,199,0
335456,Male,49,1,41.0,0,1-2 Year,Yes,37731.0,163.0,46,0
124633,Male,46,1,28.0,0,1-2 Year,Yes,27330.0,124.0,97,1
20090,Male,67,1,33.0,1,1-2 Year,No,42063.0,124.0,91,0
253907,Male,55,1,15.0,0,1-2 Year,Yes,29708.0,124.0,203,0
273614,Male,59,1,9.0,0,1-2 Year,Yes,43257.0,26.0,236,0
260148,Female,24,1,23.0,1,< 1 Year,No,29105.0,152.0,126,0
250884,Male,36,1,28.0,0,1-2 Year,No,2630.0,157.0,55,0
95701,Female,68,1,35.0,0,1-2 Year,Yes,31142.0,26.0,81,0
7604,Female,67,1,29.0,0,1-2 Year,Yes,2630.0,156.0,94,0
66304,Male,21,1,48.0,1,< 1 Year,No,2630.0,152.0,247,0
311018,Male,36,1,12.0,1,1-2 Year,No,24019.0,160.0,104,0
340035,Female,25,1,30.0,1,< 1 Year,No,26340.0,152.0,77,0
35931,Female,27,1,47.0,1,< 1 Year,No,27240.0,160.0,296,0
225783,Male,26,1,5.0,0,< 1 Year,Yes,31758.0,152.0,81,0
234681,Male,36,1,46.0,0,1-2 Year,Yes,23715.0,152.0,28,0
66734,Female,29,1,16.0,1,< 1 Year,No,2630.0,152.0,237,0
117259,Male,61,1,46.0,1,1-2 Year,No,32612.0,3.0,265,0
141931,Male,54,1,50.0,0,1-2 Year,No,37950.0,17.0,102,0
139728,Female,32,1,49.0,0,< 1 Year,Yes,31817.0,152.0,158,0
30676,Male,53,1,12.0,0,1-2 Year,No,2630.0,157.0,42,0
105419,Female,37,1,20.0,1,1-2 Year,No,2630.0,26.0,32,0
234055,Female,42,1,15.0,0,1-2 Year,Yes,30531.0,26.0,137,1
380696,Male,37,1,28.0,1,1-2 Year,No,42585.0,152.0,188,0
279378,Male,23,1,46.0,1,< 1 Year,No,29094.0,152.0,290,0
147176,Male,72,1,3.0,1,1-2 Year,No,24421.0,26.0,49,0
27105,Female,61,1,0.0,1,1-2 Year,No,2630.0,29.0,109,0
180271,Female,25,1,6.0,1,< 1 Year,No,19683.0,152.0,220,0
127447,Male,55,1,8.0,0,1-2 Year,Yes,35612.0,124.0,131,1
330392,Male,71,1,11.0,1,1-2 Year,No,33808.0,124.0,218,0
119707,Male,44,1,28.0,1,1-2 Year,No,30137.0,124.0,259,0
291189,Female,31,1,17.0,0,1-2 Year,Yes,2630.0,157.0,165,0
252452,Male,48,1,18.0,1,1-2 Year,Yes,30218.0,124.0,95,0
231588,Female,37,1,18.0,0,1-2 Year,Yes,2630.0,124.0,246,0
18012,Male,26,1,8.0,1,< 1 Year,No,41229.0,152.0,161,0
327864,Male,51,1,28.0,0,> 2 Years,Yes,34464.0,26.0,43,0
337560,Male,35,1,41.0,1,1-2 Year,No,49419.0,124.0,134,0
237154,Male,26,1,28.0,1,< 1 Year,No,2630.0,152.0,13,0
307299,Male,40,1,41.0,0,1-2 Year,Yes,31417.0,26.0,242,0
121541,Male,35,1,0.0,0,1-2 Year,Yes,2630.0,152.0,92,0
43574,Male,49,1,28.0,0,1-2 Year,Yes,42714.0,8.0,61,0
202182,Male,47,1,26.0,1,1-2 Year,No,27591.0,26.0,57,0
296326,Male,40,1,35.0,0,1-2 Year,Yes,2630.0,157.0,183,0
179734,Male,63,1,28.0,0,1-2 Year,Yes,40626.0,154.0,167,0
237023,Female,43,1,28.0,1,1-2 Year,No,51967.0,124.0,267,0
282065,Male,60,1,14.0,1,1-2 Year,No,36002.0,26.0,257,0
158957,Female,36,1,23.0,0,1-2 Year,Yes,2630.0,124.0,235,0
370304,Male,63,1,28.0,0,1-2 Year,Yes,29678.0,124.0,120,0
332580,Female,37,1,2.0,0,1-2 Year,Yes,2630.0,156.0,229,0
50955,Male,47,1,8.0,0,1-2 Year,Yes,25392.0,124.0,75,0
211418,Female,65,1,12.0,1,1-2 Year,No,26068.0,124.0,50,0
57331,Female,41,1,28.0,0,1-2 Year,Yes,36599.0,26.0,65,0
33043,Male,41,1,31.0,1,1-2 Year,No,2630.0,124.0,291,0
368296,Female,43,1,28.0,1,1-2 Year,Yes,24457.0,26.0,183,0
249237,Female,39,1,46.0,0,1-2 Year,Yes,36140.0,11.0,173,0
112756,Female,25,1,28.0,1,< 1 Year,No,37111.0,152.0,241,0
115328,Female,59,1,41.0,0,1-2 Year,Yes,21703.0,26.0,110,0
194655,Female,30,1,28.0,0,< 1 Year,Yes,54452.0,26.0,240,0
346705,Female,24,1,14.0,1,< 1 Year,No,2630.0,152.0,222,0
126991,Male,22,1,4.0,1,< 1 Year,No,40370.0,160.0,95,0
371392,Female,21,1,2.0,1,< 1 Year,Yes,36239.0,152.0,95,0
103160,Female,39,1,28.0,0,> 2 Years,Yes,46858.0,29.0,102,1
275137,Female,43,1,37.0,0,1-2 Year,Yes,2630.0,157.0,193,0
31306,Female,29,1,2.0,0,< 1 Year,Yes,32470.0,160.0,33,0
294363,Male,52,1,13.0,0,1-2 Year,Yes,37179.0,26.0,269,0
252702,Female,74,1,28.0,1,1-2 Year,No,45904.0,124.0,240,0
228569,Male,29,1,6.0,1,< 1 Year,No,22603.0,124.0,76,0
229791,Female,25,1,13.0,1,< 1 Year,No,19844.0,152.0,220,0
306566,Male,34,1,26.0,0,1-2 Year,Yes,42028.0,22.0,178,0
251690,Male,30,1,11.0,0,< 1 Year,Yes,28149.0,152.0,35,0
137169,Female,23,1,28.0,0,< 1 Year,Yes,50755.0,124.0,160,1
207317,Male,23,1,15.0,0,< 1 Year,No,50707.0,152.0,286,0
288412,Female,26,1,8.0,1,< 1 Year,No,32473.0,152.0,260,0
101860,Female,28,1,22.0,1,< 1 Year,No,23890.0,152.0,34,0
172870,Female,67,1,28.0,0,> 2 Years,Yes,35305.0,26.0,219,0
301702,Male,44,1,26.0,0,1-2 Year,Yes,2630.0,152.0,228,0
255287,Male,31,1,18.0,0,< 1 Year,Yes,45448.0,124.0,136,1
379041,Male,61,1,26.0,0,1-2 Year,Yes,42743.0,124.0,177,0
113162,Female,45,1,45.0,1,1-2 Year,No,37146.0,152.0,171,0
